 | S: 13.78 | T: 1.100 | N: 2.69 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 1032.31 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.55 1.85 5.00 
 | S: 1032.38 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.40 1.84 5.00 
 | S: 1032.45 | T: 1.100 | N: 4.02 | P: 4.05 | A: 2.57 1.85 5.00 
 | S: 1032.51 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.39 1.84 4.99 
 | S: 1032.58 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.40 1.84 5.00 
 | S: 1032.65 | T: 1.100 | N: 4.03 | P: 4.05 | A: 2.55 1.85 5.00 
 | S: 1032.72 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.40 1.83 5.00 
 | S: 1032.79 | T: 1.100 | N: 4.03 | P: 4.05 | A: 2.39 1.84 5.00 
 | S: 1032.86 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.39 1.84 5.00 
 | S: 1032.93 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.55 1.85 5.00 
 | S: 1033.00 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.40 1.84 5.00 
 | S: 1033.07 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.39 1.84 5.00 
 | S: 1033.14 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.39 1.84 5.00 
 | S: 1033.21 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.54 1.84 5.00 
 | S: 1033.28 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.55 1.84 5.00 
 | S: 1033.35 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.39 1.83 5.00 
 | S: 1033.42 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.38 1.83 5.00 
 | S: 1033.49 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.38 1.83 5.00 
 | S: 1033.56 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.39 1.83 5.00 
 | S: 1033.63 | T: 1.100 | N: 4.03 | P: 4.05 | A: 2.38 1.83 5.00 
 | S: 1033.70 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.39 1.83 5.00 
 | S: 1033.77 | T: 1.100 | N: 4.03 | P: 4.05 | A: 2.55 1.84 5.00 
 | S: 1033.84 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.38 1.83 5.00 
 | S: 1033.91 | T: 1.100 | N: 4.02 | P: 4.05 | A: 2.54 1.84 5.00 
 | S: 1033.98 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.37 1.83 5.00 
 | S: 1034.05 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.54 1.84 5.00 
 | S: 1034.12 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.54 1.84 5.00 
 | S: 1034.19 | T: 1.100 | N: 4.03 | P: 4.05 | A: 2.38 1.83 5.00 
 | S: 1034.26 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.38 1.83 5.00 
 | S: 1034.33 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.54 1.84 5.00 
 | S: 1034.40 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.37 1.82 5.00 
 | S: 1034.47 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.37 1.83 5.00 
 | S: 1034.54 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.37 1.83 5.00 
 | S: 1034.61 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.53 1.84 5.00 
 | S: 1034.68 | T: 1.100 | N: 4.02 | P: 4.05 | A: 2.53 1.83 5.00 
 | S: 1034.74 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.36 1.82 5.00 
 | S: 1034.81 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.37 1.82 5.00 
 | S: 1034.88 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.36 1.82 5.00 
 | S: 1034.95 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.50 1.83 5.00 
 | S: 1035.02 | T: 1.100 | N: 4.02 | P: 4.05 | A: 2.36 1.82 4.99 
 | S: 1035.09 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.36 1.82 5.00 
 | S: 1035.16 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.36 1.82 5.00 
 | S: 1035.23 | T: 1.100 | N: 4.02 | P: 4.05 | A: 2.53 1.83 5.00 
 | S: 1035.30 | T: 1.100 | N: 4.02 | P: 4.05 | A: 2.52 1.83 5.00 
 | S: 1035.37 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.35 1.82 5.00 
 | S: 1035.44 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.36 1.82 5.00 
 | S: 1035.51 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.36 1.82 5.00 
 | S: 1035.58 | T: 1.100 | N: 4.03 | P: 4.06 | A: 2.51 1.84 5.00 
 | S: 1035.65 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.36 1.82 5.00 
 | S: 1035.72 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.35 1.82 5.00 
 | S: 1035.79 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.35 1.82 5.00 
 | S: 1035.86 | T: 1.100 | N: 4.01 | P: 4.05 | A: 2.51 1.83 5.00 
 | S: 1035.93 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.50 1.83 5.00 
 | S: 1036.00 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.35 1.81 5.00 
 | S: 1036.07 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.34 1.81 4.99 
 | S: 1036.14 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.34 1.81 5.00 
 | S: 1036.21 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.34 1.81 4.99 
 | S: 1036.28 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.35 1.81 4.99 
 | S: 1036.35 | T: 1.100 | N: 4.01 | P: 4.05 | A: 2.35 1.82 5.00 
 | S: 1036.42 | T: 1.100 | N: 4.01 | P: 4.05 | A: 2.45 1.82 5.00 
 | S: 1036.49 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.33 1.81 5.00 
 | S: 1036.56 | T: 1.100 | N: 4.01 | P: 4.05 | A: 2.50 1.81 5.00 
 | S: 1036.63 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.32 1.79 5.00 
 | S: 1036.70 | T: 1.100 | N: 4.01 | P: 4.05 | A: 2.47 1.80 5.00 
 | S: 1036.77 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.48 1.79 5.00 
 | S: 1036.83 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.30 1.79 5.00 
 | S: 1036.90 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.29 1.78 5.00 
 | S: 1036.97 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.46 1.79 5.00 
 | S: 1037.04 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.29 1.78 5.00 
 | S: 1037.11 | T: 1.100 | N: 4.02 | P: 4.06 | A: 2.29 1.78 5.00 
 | S: 1037.18 | T: 1.100 | N: 4.01 | P: 4.05 | A: 2.46 1.78 5.00 
 | S: 1037.25 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.29 1.77 5.00 
 | S: 1037.32 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.28 1.77 5.00 
 | S: 1037.39 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.44 1.77 5.00 
 | S: 1037.46 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.27 1.76 5.00 
 | S: 1037.53 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.44 1.76 5.00 
 | S: 1037.60 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.27 1.76 5.00 
 | S: 1037.67 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.27 1.74 5.00 
 | S: 1037.74 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.45 1.76 5.00 
 | S: 1037.81 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.45 1.77 5.00 
 | S: 1037.88 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.28 1.77 5.00 
 | S: 1037.95 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.27 1.76 5.00 
 | S: 1038.02 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.28 1.77 4.99 
 | S: 1038.09 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.28 1.77 5.00 
 | S: 1038.16 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.27 1.77 5.00 
 | S: 1038.23 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.28 1.77 5.00 
 | S: 1038.30 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.45 1.77 5.00 
 | S: 1038.37 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.27 1.77 5.00 
 | S: 1038.44 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.28 1.77 5.00 
 | S: 1038.51 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.28 1.77 5.00 
 | S: 1038.58 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.28 1.77 5.00 
 | S: 1038.65 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.28 1.77 5.00 
 | S: 1038.72 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.46 1.78 5.00 
 | S: 1038.79 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.27 1.77 5.00 
 | S: 1038.86 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.27 1.77 5.00 
 | S: 1038.93 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.26 1.77 5.00 
 | S: 1039.00 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.44 1.78 5.00 
 | S: 1039.07 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.27 1.77 5.00 
 | S: 1039.13 | T: 1.100 | N: 4.01 | P: 4.06 | A: 2.27 1.77 5.00 
 | S: 1039.20 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.27 1.77 5.00 
 | S: 1039.27 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.27 1.78 5.00 
 | S: 1039.34 | T: 1.100 | N: 4.01 | P: 4.05 | A: 2.44 1.79 5.00 
 | S: 1039.41 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.43 1.79 5.00 
 | S: 1039.48 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.44 1.79 5.00 
 | S: 1039.55 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.45 1.79 5.00 
 | S: 1039.62 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.28 1.78 5.00 
 | S: 1039.69 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.44 1.79 5.00 
 | S: 1039.76 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.27 1.78 5.00 
 | S: 1039.83 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.44 1.79 5.00 
 | S: 1039.90 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.27 1.78 5.00 
 | S: 1039.97 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.26 1.78 5.00 
 | S: 1040.04 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.26 1.78 5.00 
 | S: 1040.11 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.26 1.77 5.00 
 | S: 1040.18 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.43 1.77 5.00 
 | S: 1040.25 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.25 1.77 5.00 
 | S: 1040.32 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.42 1.77 5.00 
 | S: 1040.39 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.25 1.77 5.00 
 | S: 1040.46 | T: 1.100 | N: 4.00 | P: 4.06 | A: 2.24 1.76 5.00 
 | S: 1040.53 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.25 1.77 5.00 
 | S: 1040.60 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.25 1.77 5.00 
 | S: 1040.67 | T: 1.100 | N: 4.00 | P: 4.05 | A: 2.24 1.76 5.00 
 | S: 1040.74 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.25 1.76 5.00 
 | S: 1040.81 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.24 1.76 5.00 
 | S: 1040.88 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.37 1.77 5.00 
 | S: 1040.95 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.42 1.77 5.00 
 | S: 1041.02 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.24 1.76 5.00 
 | S: 1041.09 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.23 1.76 5.00 
 | S: 1041.16 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.23 1.76 5.00 
 | S: 1041.22 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.40 1.77 5.00 
 | S: 1041.29 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.40 1.77 5.00 
 | S: 1041.36 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.40 1.77 5.00 
 | S: 1041.43 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.40 1.77 5.00 
 | S: 1041.50 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.22 1.76 5.00 
 | S: 1041.57 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.40 1.77 5.00 
 | S: 1041.64 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.22 1.76 5.00 
 | S: 1041.71 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.40 1.77 5.00 
 | S: 1041.78 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.22 1.77 5.00 
 | S: 1041.85 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.22 1.76 5.00 
 | S: 1041.92 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.41 1.77 5.00 
 | S: 1041.99 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.23 1.76 5.00 
 | S: 1042.06 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.21 1.76 5.00 
 | S: 1042.13 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.39 1.76 5.00 
 | S: 1042.20 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.22 1.76 5.00 
 | S: 1042.27 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.21 1.75 5.00 
 | S: 1042.34 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.39 1.76 5.00 
 | S: 1042.41 | T: 1.100 | N: 3.98 | P: 4.05 | A: 2.22 1.76 5.00 
 | S: 1042.48 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.21 1.75 5.00 
 | S: 1042.55 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.20 1.75 5.00 
 | S: 1042.62 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.20 1.76 5.00 
 | S: 1042.69 | T: 1.100 | N: 3.99 | P: 4.05 | A: 2.20 1.76 5.00 
 | S: 1042.76 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.20 1.75 5.00 
 | S: 1042.83 | T: 1.100 | N: 3.98 | P: 4.05 | A: 2.38 1.76 5.00 
 | S: 1042.90 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.19 1.75 5.00 
 | S: 1042.97 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.20 1.75 5.00 
 | S: 1043.04 | T: 1.100 | N: 3.99 | P: 4.06 | A: 2.20 1.76 5.00 
 | S: 1043.11 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.20 1.75 5.00 
 | S: 1043.18 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.20 1.76 5.00 
 | S: 1043.25 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.20 1.76 5.00 
 | S: 1043.32 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.19 1.75 5.00 
 | S: 1043.39 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.20 1.75 5.00 
 | S: 1043.46 | T: 1.100 | N: 3.98 | P: 4.05 | A: 2.19 1.75 5.00 
 | S: 1043.52 | T: 1.100 | N: 3.98 | P: 4.05 | A: 2.38 1.76 5.00 
 | S: 1043.59 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.18 1.75 5.00 
 | S: 1043.66 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.20 1.76 5.00 
 | S: 1043.73 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.19 1.76 5.00 
 | S: 1043.80 | T: 1.100 | N: 3.98 | P: 4.06 | A: 2.38 1.77 5.00 
 | S: 1043.87 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.36 1.76 5.00 
 | S: 1043.94 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.19 1.76 5.00 
 | S: 1044.01 | T: 1.100 | N: 3.98 | P: 4.05 | A: 2.37 1.76 5.00 
 | S: 1044.08 | T: 1.100 | N: 3.97 | P: 4.05 | A: 2.37 1.77 5.00 
 | S: 1044.15 | T: 1.100 | N: 3.97 | P: 4.05 | A: 2.38 1.77 5.00 
 | S: 1044.22 | T: 1.100 | N: 3.97 | P: 4.05 | A: 2.38 1.76 5.00 
 | S: 1044.29 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.18 1.75 4.99 
 | S: 1044.36 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.18 1.75 5.00 
 | S: 1044.43 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.37 1.75 5.00 
 | S: 1044.50 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.37 1.75 5.00 
 | S: 1044.57 | T: 1.100 | N: 3.97 | P: 4.05 | A: 2.37 1.75 5.00 
 | S: 1044.64 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.18 1.76 5.00 
 | S: 1044.71 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.19 1.76 5.00 
 | S: 1044.78 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.37 1.76 5.00 
 | S: 1044.85 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.19 1.76 4.99 
 | S: 1044.92 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.38 1.77 5.00 
 | S: 1044.99 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.37 1.76 5.00 
 | S: 1045.06 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.37 1.77 5.00 
 | S: 1045.13 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.19 1.75 5.00 
 | S: 1045.20 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.19 1.76 5.00 
 | S: 1045.27 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.18 1.76 4.99 
 | S: 1045.34 | T: 1.100 | N: 3.97 | P: 4.05 | A: 2.34 1.77 5.00 
 | S: 1045.41 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.18 1.76 5.00 
 | S: 1045.48 | T: 1.100 | N: 3.97 | P: 4.06 | A: 2.18 1.76 4.99 
 | S: 1045.55 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.18 1.76 5.00 
 | S: 1045.61 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.36 1.77 5.00 
 | S: 1045.68 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.19 1.76 5.00 
 | S: 1045.75 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.17 1.75 5.00 
 | S: 1045.82 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.36 1.76 5.00 
 | S: 1045.89 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.18 1.75 5.00 
 | S: 1045.96 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.17 1.75 4.99 
 | S: 1046.03 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.17 1.74 5.00 
 | S: 1046.10 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.17 1.75 5.00 
 | S: 1046.17 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.17 1.75 5.00 
 | S: 1046.24 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.36 1.76 5.00 
 | S: 1046.31 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.17 1.74 5.00 
 | S: 1046.38 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.35 1.75 5.00 
 | S: 1046.45 | T: 1.100 | N: 3.96 | P: 4.05 | A: 2.36 1.75 5.00 
 | S: 1046.52 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.17 1.74 5.00 
 | S: 1046.59 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.35 1.74 5.00 
 | S: 1046.66 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.35 1.74 5.00 
 | S: 1046.73 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.17 1.74 5.00 
 | S: 1046.80 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.35 1.75 5.00 
 | S: 1046.87 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.16 1.74 5.00 
 | S: 1046.94 | T: 1.100 | N: 3.96 | P: 4.06 | A: 2.35 1.74 5.00 
 | S: 1047.01 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.34 1.74 5.00 
 | S: 1047.08 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.17 1.74 5.00 
 | S: 1047.15 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.34 1.74 5.00 
 | S: 1047.22 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.34 1.74 5.00 
 | S: 1047.29 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1047.36 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1047.43 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.35 1.74 5.00 
 | S: 1047.50 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.17 1.74 5.00 
 | S: 1047.57 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1047.64 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.34 1.74 5.00 
 | S: 1047.70 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1047.78 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.35 1.74 5.00 
 | S: 1047.84 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.34 1.74 5.00 
 | S: 1047.91 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1047.98 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.16 1.73 5.00 
 | S: 1048.05 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.34 1.74 5.00 
 | S: 1048.12 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.15 1.74 5.00 
 | S: 1048.19 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.15 1.73 5.00 
 | S: 1048.26 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.15 1.73 5.00 
 | S: 1048.33 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.31 1.74 5.00 
 | S: 1048.40 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.14 1.73 5.00 
 | S: 1048.47 | T: 1.100 | N: 3.94 | P: 4.05 | A: 2.34 1.74 5.00 
 | S: 1048.54 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.15 1.74 5.00 
 | S: 1048.61 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.33 1.74 5.00 
 | S: 1048.68 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.34 1.74 5.00 
 | S: 1048.75 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1048.82 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.15 1.74 5.00 
 | S: 1048.89 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.34 1.74 5.00 
 | S: 1048.96 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1049.03 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.15 1.73 5.00 
 | S: 1049.10 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.34 1.74 5.00 
 | S: 1049.17 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.15 1.74 5.00 
 | S: 1049.24 | T: 1.100 | N: 3.94 | P: 4.05 | A: 2.34 1.74 5.00 
 | S: 1049.31 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.34 1.74 5.00 
 | S: 1049.38 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1049.45 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.16 1.73 5.00 
 | S: 1049.52 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.34 1.74 5.00 
 | S: 1049.59 | T: 1.100 | N: 3.94 | P: 4.05 | A: 2.33 1.74 5.00 
 | S: 1049.66 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.15 1.72 5.00 
 | S: 1049.73 | T: 1.100 | N: 3.95 | P: 4.06 | A: 2.14 1.72 5.00 
 | S: 1049.80 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.27 1.74 5.00 
 | S: 1049.87 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.15 1.74 5.00 
 | S: 1049.93 | T: 1.100 | N: 3.94 | P: 4.05 | A: 2.33 1.74 5.00 
 | S: 1050.00 | T: 1.100 | N: 3.94 | P: 4.05 | A: 2.16 1.74 5.00 
 | S: 1050.07 | T: 1.100 | N: 3.95 | P: 4.05 | A: 2.35 1.75 5.00 
 | S: 1050.14 | T: 1.100 | N: 3.94 | P: 4.05 | A: 2.34 1.75 5.00 
 | S: 1050.21 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1050.28 | T: 1.100 | N: 3.94 | P: 4.05 | A: 2.35 1.75 5.00 
 | S: 1050.35 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.35 1.75 5.00 
 | S: 1050.42 | T: 1.100 | N: 3.94 | P: 4.06 | A: 2.16 1.75 5.00 
 | S: 1050.49 | T: 1.100 | N: 3.94 | P: 4.05 | A: 2.34 1.75 5.00 
 | S: 1050.56 | T: 1.100 | N: 3.93 | P: 4.06 | A: 2.36 1.76 5.00 
 | S: 1050.63 | T: 1.100 | N: 3.93 | P: 4.06 | A: 2.17 1.75 5.00 
 | S: 1050.70 | T: 1.100 | N: 3.93 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1050.77 | T: 1.100 | N: 3.93 | P: 4.06 | A: 2.35 1.75 5.00 
 | S: 1050.84 | T: 1.100 | N: 3.93 | P: 4.05 | A: 2.17 1.75 5.00 
 | S: 1050.91 | T: 1.100 | N: 3.93 | P: 4.06 | A: 2.17 1.75 5.00 
 | S: 1050.98 | T: 1.100 | N: 3.93 | P: 4.05 | A: 2.36 1.75 5.00 
 | S: 1051.05 | T: 1.100 | N: 3.92 | P: 4.06 | A: 2.17 1.74 5.00 
 | S: 1051.12 | T: 1.100 | N: 3.93 | P: 4.06 | A: 2.16 1.74 5.00 
 | S: 1051.19 | T: 1.100 | N: 3.93 | P: 4.06 | A: 2.35 1.74 5.00 
 | S: 1051.26 | T: 1.100 | N: 3.93 | P: 4.06 | A: 2.17 1.74 5.00 
